sts,src,dest,seqn
861000000.0,13,15,0
861000000.0,2,18,0
861000000.0,3,25,0
861000000.0,29,24,0
861000000.0,23,12,0
861000000.0,30,17,0
862000000.0,26,26,0
862000000.0,11,15,0
862000000.0,12,22,0
862000000.0,16,21,0
862000000.0,4,26,0
862000000.0,28,18,0
862000000.0,32,22,0
862000000.0,6,16,0
862000000.0,5,21,0
862000000.0,34,24,0
862000000.0,17,12,0
862000000.0,33,15,0
862000000.0,21,19,0
862000000.0,25,15,0
862000000.0,31,13,0
862000000.0,18,15,0
862000000.0,15,13,0
862000000.0,7,15,0
862000000.0,22,18,0
862000000.0,24,14,0
862000000.0,31,20,1
862000000.0,26,17,1
862000000.0,19,17,0
862000000.0,10,21,0
862000000.0,6,22,1
862000000.0,25,23,1
862000000.0,34,21,1
862000000.0,2,25,1
862000000.0,15,13,1
862000000.0,12,13,1
862000000.0,11,17,1
862000000.0,18,12,1
862000000.0,5,22,1
862000000.0,20,26,0
862000000.0,33,13,1
862000000.0,29,23,1
862000000.0,24,14,1
862000000.0,3,23,1
862000000.0,8,23,0
862000000.0,9,25,0
862000000.0,23,16,1
862000000.0,36,26,0
862000000.0,7,13,1
862000000.0,32,21,1
862000000.0,22,17,1
862000000.0,17,25,1
862000000.0,14,14,0
862000000.0,21,22,1
862000000.0,18,24,2
862000000.0,28,13,1
862000000.0,15,24,2
862000000.0,17,23,2
862000000.0,30,20,1
862000000.0,13,15,1
863000000.0,36,25,1
863000000.0,21,16,2
863000000.0,12,16,2
863000000.0,8,16,1
863000000.0,19,26,1
863000000.0,1,22,0
863000000.0,33,13,2
863000000.0,20,12,1
863000000.0,6,18,2
863000000.0,24,18,2
863000000.0,16,21,1
863000000.0,31,15,2
863000000.0,23,15,2
863000000.0,35,17,0
863000000.0,22,24,2
863000000.0,2,21,2
863000000.0,3,23,2
863000000.0,32,25,2
863000000.0,26,21,2
863000000.0,10,12,1
863000000.0,14,25,1
863000000.0,34,18,2
863000000.0,9,12,1
863000000.0,29,17,2
863000000.0,22,22,3
863000000.0,20,20,2
863000000.0,29,17,3
863000000.0,12,15,3
863000000.0,14,24,2
863000000.0,11,24,2
863000000.0,28,13,2
863000000.0,34,26,3
863000000.0,10,25,2
863000000.0,33,15,3
863000000.0,5,20,2
863000000.0,32,16,3
863000000.0,31,16,3
863000000.0,8,18,2
863000000.0,26,24,3
863000000.0,15,23,3
863000000.0,36,16,2
863000000.0,16,25,2
863000000.0,13,21,2
863000000.0,3,22,3
863000000.0,6,25,3
863000000.0,18,16,3
863000000.0,30,12,2
863000000.0,25,22,2
863000000.0,17,23,3
863000000.0,4,12,1
863000000.0,35,17,1
863000000.0,1,13,1
863000000.0,19,16,2
863000000.0,27,20,0
863000000.0,25,18,3
863000000.0,12,24,4
863000000.0,36,13,3
863000000.0,3,23,4
863000000.0,15,23,4
864000000.0,22,24,4
864000000.0,6,22,4
864000000.0,32,26,4
864000000.0,19,16,3
864000000.0,34,12,4
864000000.0,23,16,3
864000000.0,4,18,2
864000000.0,16,25,3
864000000.0,17,17,4
864000000.0,28,17,3
864000000.0,31,24,4
864000000.0,5,22,3
864000000.0,24,16,3
864000000.0,13,23,3
864000000.0,10,21,3
864000000.0,30,17,3
864000000.0,1,19,2
864000000.0,8,20,3
864000000.0,18,21,4
864000000.0,34,22,5
864000000.0,25,12,4
864000000.0,3,20,5
864000000.0,14,22,3
864000000.0,33,21,4
864000000.0,31,21,5
864000000.0,11,19,3
864000000.0,24,17,4
864000000.0,30,24,4
864000000.0,1,16,3
864000000.0,22,21,5
864000000.0,13,13,4
864000000.0,8,26,4
864000000.0,17,21,5
864000000.0,29,12,4
864000000.0,35,16,2
864000000.0,2,16,3
864000000.0,4,18,3
864000000.0,18,14,5
864000000.0,27,15,1
864000000.0,26,22,4
864000000.0,19,21,4
864000000.0,23,16,4
864000000.0,6,13,5
864000000.0,7,16,2
864000000.0,15,22,5
864000000.0,10,24,4
864000000.0,28,14,4
864000000.0,36,14,4
864000000.0,16,17,4
864000000.0,21,16,3
864000000.0,18,26,6
864000000.0,32,12,5
864000000.0,3,20,6
865000000.0,26,15,5
865000000.0,15,22,6
865000000.0,2,15,4
865000000.0,30,21,5
865000000.0,24,13,5
865000000.0,31,13,6
865000000.0,12,25,5
865000000.0,11,25,4
865000000.0,10,18,5
865000000.0,16,15,5
865000000.0,22,22,6
865000000.0,28,13,5
865000000.0,7,22,3
865000000.0,29,16,5
865000000.0,9,23,2
865000000.0,4,12,4
865000000.0,36,24,5
865000000.0,23,19,5
865000000.0,14,24,4
865000000.0,20,15,3
865000000.0,35,20,3
865000000.0,13,15,5
865000000.0,7,19,4
865000000.0,19,26,5
865000000.0,30,21,6
865000000.0,16,17,6
865000000.0,18,25,7
865000000.0,31,13,7
865000000.0,20,22,4
865000000.0,29,16,6
865000000.0,21,13,4
865000000.0,17,20,6
865000000.0,26,21,6
865000000.0,2,19,5
865000000.0,33,22,5
865000000.0,34,22,6
865000000.0,3,25,7
865000000.0,10,23,6
865000000.0,23,20,6
865000000.0,25,15,5
865000000.0,12,19,6
865000000.0,4,22,5
865000000.0,28,22,6
865000000.0,1,26,4
865000000.0,15,17,7
865000000.0,22,18,7
865000000.0,11,26,5
865000000.0,6,22,6
865000000.0,36,15,6
865000000.0,27,12,2
865000000.0,24,13,6
865000000.0,35,22,4
865000000.0,5,14,4
865000000.0,12,15,7
865000000.0,4,14,6
865000000.0,22,24,8
865000000.0,35,19,5
865000000.0,33,13,6
865000000.0,28,25,7
866000000.0,19,21,6
866000000.0,1,19,5
866000000.0,15,19,8
866000000.0,7,16,5
866000000.0,18,26,8
866000000.0,6,21,7
866000000.0,16,20,7
866000000.0,9,17,3
866000000.0,24,16,7
866000000.0,21,20,5
866000000.0,29,18,7
866000000.0,2,16,6
866000000.0,27,24,3
866000000.0,23,17,7
866000000.0,26,13,7
866000000.0,3,20,8
866000000.0,8,17,5
866000000.0,34,12,7
866000000.0,13,21,6
866000000.0,25,25,6
866000000.0,9,17,4
866000000.0,35,14,6
866000000.0,16,19,8
866000000.0,22,25,9
866000000.0,34,23,8
866000000.0,28,12,8
866000000.0,27,19,4
866000000.0,25,16,7
866000000.0,19,22,7
866000000.0,13,21,7
866000000.0,10,25,7
866000000.0,20,26,5
866000000.0,29,18,8
866000000.0,26,22,8
866000000.0,7,19,6
866000000.0,3,24,9
866000000.0,24,24,8
866000000.0,36,12,7
866000000.0,14,13,5
866000000.0,12,23,8
866000000.0,4,25,7
866000000.0,6,25,8
866000000.0,31,26,8
866000000.0,30,25,7
866000000.0,8,18,6
866000000.0,15,15,9
866000000.0,18,12,9
866000000.0,11,19,6
866000000.0,21,22,6
866000000.0,15,21,10
866000000.0,12,23,9
867000000.0,5,18,5
867000000.0,26,16,9
867000000.0,35,17,7
867000000.0,31,24,9
867000000.0,23,17,8
867000000.0,29,19,9
867000000.0,16,21,9
867000000.0,6,17,9
867000000.0,7,16,7
867000000.0,25,26,8
867000000.0,8,18,7
867000000.0,13,20,8
867000000.0,10,24,8
867000000.0,17,23,7
867000000.0,36,25,8
867000000.0,21,23,7
867000000.0,28,20,9
867000000.0,4,14,8
867000000.0,30,17,8
867000000.0,27,13,5
867000000.0,24,24,9
867000000.0,22,19,10
867000000.0,33,24,7
867000000.0,22,14,11
867000000.0,10,15,9
867000000.0,23,16,9
867000000.0,31,17,10
867000000.0,32,12,6
867000000.0,30,21,9
867000000.0,21,23,8
867000000.0,4,13,9
867000000.0,5,23,6
867000000.0,36,24,9
867000000.0,26,25,10
867000000.0,17,24,8
867000000.0,14,20,6
867000000.0,2,24,7
867000000.0,34,24,9
867000000.0,19,13,8
867000000.0,25,24,9
867000000.0,33,16,8
867000000.0,15,21,11
867000000.0,18,26,10
867000000.0,35,19,8
867000000.0,16,16,10
867000000.0,6,15,10
867000000.0,3,18,10
867000000.0,7,19,8
867000000.0,27,15,6
867000000.0,20,15,6
867000000.0,24,23,10
867000000.0,28,13,10
867000000.0,1,13,6
867000000.0,13,18,9
867000000.0,29,17,10
867000000.0,34,15,10
867000000.0,32,22,7
867000000.0,27,14,7
868000000.0,8,22,8
868000000.0,4,15,10
868000000.0,7,24,9
868000000.0,19,21,9
868000000.0,15,25,12
868000000.0,12,20,10
868000000.0,18,17,11
868000000.0,5,12,7
868000000.0,26,13,11
868000000.0,21,15,9
868000000.0,24,12,11
868000000.0,1,24,7
868000000.0,13,25,10
868000000.0,3,17,11
868000000.0,6,20,11
868000000.0,33,23,9
868000000.0,35,14,9
868000000.0,17,16,9
868000000.0,25,21,10
868000000.0,9,17,5
868000000.0,10,18,10
868000000.0,27,19,8
868000000.0,13,24,11
868000000.0,34,22,11
868000000.0,35,19,10
868000000.0,36,21,10
868000000.0,33,12,10
868000000.0,31,21,11
868000000.0,11,13,7
