sts,src,dest,seqn
121000000.0,24,23,0
121000000.0,22,15,0
121000000.0,14,12,0
122000000.0,16,16,0
122000000.0,17,17,0
122000000.0,18,25,0
122000000.0,20,17,0
122000000.0,12,19,0
122000000.0,26,24,0
122000000.0,25,13,0
122000000.0,19,19,0
122000000.0,21,26,0
122000000.0,19,18,1
122000000.0,20,19,1
122000000.0,16,23,1
122000000.0,21,15,1
122000000.0,23,26,0
122000000.0,13,13,0
122000000.0,11,25,0
122000000.0,17,16,1
122000000.0,26,16,1
122000000.0,13,25,1
123000000.0,16,21,2
123000000.0,15,16,0
123000000.0,14,25,1
123000000.0,24,23,1
123000000.0,26,23,2
123000000.0,23,14,1
123000000.0,19,24,2
123000000.0,21,23,2
123000000.0,22,15,1
123000000.0,12,19,1
123000000.0,17,24,2
123000000.0,18,19,1
123000000.0,24,18,2
123000000.0,23,15,2
123000000.0,18,19,2
123000000.0,17,22,3
123000000.0,11,16,1
123000000.0,20,17,2
123000000.0,22,26,2
123000000.0,12,25,2
123000000.0,25,19,1
123000000.0,21,15,3
123000000.0,14,20,2
123000000.0,16,15,3
123000000.0,15,19,1
123000000.0,11,24,2
123000000.0,26,12,3
123000000.0,25,22,2
124000000.0,23,17,3
124000000.0,19,18,3
124000000.0,18,21,3
124000000.0,24,17,3
124000000.0,13,24,2
124000000.0,15,14,2
124000000.0,20,12,3
124000000.0,17,21,4
124000000.0,16,23,4
124000000.0,19,12,4
124000000.0,13,21,3
124000000.0,14,12,3
124000000.0,23,14,4
124000000.0,12,26,3
124000000.0,21,13,4
124000000.0,15,26,3
124000000.0,26,13,4
124000000.0,22,23,3
124000000.0,16,14,5
124000000.0,20,15,4
124000000.0,26,13,5
125000000.0,17,20,5
125000000.0,21,12,5
125000000.0,18,14,4
125000000.0,13,19,4
125000000.0,15,16,4
125000000.0,22,24,4
125000000.0,19,19,5
125000000.0,16,25,6
125000000.0,13,20,5
125000000.0,23,23,5
125000000.0,26,23,6
125000000.0,17,20,6
125000000.0,25,14,3
125000000.0,19,18,6
125000000.0,24,15,4
125000000.0,22,13,5
125000000.0,11,12,3
125000000.0,14,16,4
125000000.0,15,13,5
125000000.0,18,26,5
125000000.0,12,13,4
125000000.0,21,25,6
125000000.0,26,19,7
126000000.0,24,16,5
126000000.0,25,24,4
126000000.0,19,21,7
126000000.0,22,23,6
126000000.0,13,22,6
126000000.0,15,25,6
126000000.0,11,24,4
126000000.0,18,14,6
126000000.0,23,17,6
126000000.0,20,19,5
126000000.0,14,12,5
126000000.0,16,13,7
126000000.0,23,23,7
126000000.0,22,12,7
126000000.0,13,22,7
126000000.0,15,22,7
126000000.0,19,15,8
126000000.0,14,24,6
126000000.0,26,13,8
126000000.0,18,17,7
126000000.0,25,24,5
126000000.0,21,26,7
126000000.0,16,12,8
126000000.0,19,13,9
126000000.0,21,22,8
127000000.0,13,21,8
127000000.0,18,16,8
127000000.0,25,16,6
127000000.0,23,13,8
127000000.0,12,21,5
127000000.0,14,14,7
127000000.0,26,24,9
127000000.0,22,12,8
127000000.0,11,16,5
127000000.0,15,24,8
127000000.0,20,15,6
127000000.0,23,24,9
127000000.0,24,17,6
127000000.0,12,21,6
127000000.0,22,13,9
127000000.0,25,23,7
127000000.0,16,13,9
127000000.0,26,17,10
127000000.0,21,23,9
127000000.0,15,21,9
127000000.0,18,23,9
127000000.0,25,20,8
127000000.0,21,15,10
127000000.0,12,14,7
128000000.0,15,19,10
128000000.0,18,16,10
128000000.0,24,22,7
128000000.0,13,25,9
128000000.0,20,12,7
128000000.0,22,12,10
128000000.0,23,18,10
128000000.0,16,23,10
