rts,src,dest,seqn,hops
221000000.0,18,14,0,2
221000000.0,19,19,0,2
221000000.0,3,15,0,3
221000000.0,10,20,0,3
221000000.0,32,15,0,4
222000000.0,34,26,0,2
222000000.0,22,19,0,2
222000000.0,17,22,0,3
222000000.0,36,26,0,4
222000000.0,4,21,0,5
222000000.0,27,25,0,1
222000000.0,31,23,0,2
222000000.0,26,20,0,6
222000000.0,35,12,0,3
222000000.0,9,18,0,3
222000000.0,20,23,0,4
222000000.0,17,20,1,1
222000000.0,13,16,0,3
222000000.0,16,14,1,2
222000000.0,6,17,1,2
222000000.0,21,20,0,1
222000000.0,19,18,1,2
222000000.0,31,20,1,6
222000000.0,9,20,1,3
222000000.0,28,19,0,6
222000000.0,29,20,1,7
222000000.0,3,19,1,4
222000000.0,23,13,1,4
222000000.0,1,12,1,4
222000000.0,32,18,1,6
222000000.0,36,18,1,4
222000000.0,22,17,1,2
222000000.0,14,18,1,3
222000000.0,26,24,1,1
222000000.0,9,17,2,1
222000000.0,21,20,1,1
223000000.0,10,12,1,2
223000000.0,14,13,2,1
223000000.0,22,21,2,1
223000000.0,2,13,1,2
223000000.0,20,19,1,1
223000000.0,23,13,2,4
223000000.0,18,19,2,1
223000000.0,30,26,1,2
223000000.0,11,22,1,4
223000000.0,33,20,0,5
223000000.0,3,26,2,4
223000000.0,32,22,2,8
223000000.0,15,24,0,5
223000000.0,4,24,1,5
223000000.0,28,22,1,10
223000000.0,12,24,1,5
223000000.0,6,17,3,2
223000000.0,24,15,2,5
223000000.0,36,21,3,8
223000000.0,12,23,2,6
223000000.0,23,19,3,2
223000000.0,13,24,2,6
223000000.0,32,21,3,9
223000000.0,2,20,2,6
223000000.0,19,20,3,2
223000000.0,9,15,3,1
223000000.0,28,12,2,6
223000000.0,18,26,3,5
223000000.0,4,13,2,2
223000000.0,22,26,3,1
223000000.0,20,13,2,2
223000000.0,21,16,2,3
223000000.0,15,18,1,3
223000000.0,16,25,3,7
223000000.0,7,16,2,1
223000000.0,31,22,2,10
223000000.0,29,26,3,1
223000000.0,8,22,1,6
223000000.0,13,12,3,1
223000000.0,17,20,2,1
223000000.0,24,24,3,2
223000000.0,11,17,2,1
223000000.0,10,23,2,7
224000000.0,9,21,4,4
224000000.0,18,12,4,2
224000000.0,20,20,3,2
224000000.0,22,12,4,4
224000000.0,21,19,3,1
224000000.0,23,26,4,2
224000000.0,8,15,2,1
224000000.0,3,15,3,3
224000000.0,25,20,1,3
224000000.0,29,21,4,4
224000000.0,34,23,2,4
224000000.0,15,16,2,1
224000000.0,30,26,2,2
224000000.0,14,13,4,1
224000000.0,33,19,2,8
224000000.0,28,12,3,6
224000000.0,27,23,3,2
224000000.0,4,22,3,7
224000000.0,11,12,3,1
224000000.0,3,14,4,2
224000000.0,15,16,3,1
224000000.0,17,17,3,2
224000000.0,21,12,4,3
224000000.0,9,16,5,3
224000000.0,7,14,3,2
224000000.0,2,20,4,5
224000000.0,33,19,3,7
224000000.0,10,19,3,3
224000000.0,6,25,4,4
224000000.0,19,13,4,2
224000000.0,32,22,4,9
224000000.0,31,26,4,3
224000000.0,12,15,3,1
224000000.0,28,21,4,9
224000000.0,36,12,4,3
224000000.0,20,15,4,2
224000000.0,16,12,4,2
224000000.0,23,18,5,8
224000000.0,24,13,4,5
224000000.0,22,19,5,8
224000000.0,26,17,2,6
225000000.0,10,22,4,5
225000000.0,12,21,4,4
225000000.0,28,20,5,8
225000000.0,23,21,6,1
225000000.0,6,14,5,1
225000000.0,19,25,5,3
225000000.0,25,15,2,5
225000000.0,11,23,4,5
225000000.0,21,25,5,2
225000000.0,3,25,5,5
225000000.0,20,22,5,2
225000000.0,30,15,3,5
225000000.0,33,12,4,3
225000000.0,17,21,4,2
225000000.0,24,19,5,8
225000000.0,2,24,5,3
225000000.0,9,26,6,7
225000000.0,35,13,1,3
225000000.0,32,19,5,7
225000000.0,19,24,6,3
225000000.0,22,15,6,4
225000000.0,26,24,3,1
225000000.0,2,22,6,5
225000000.0,10,16,5,3
225000000.0,29,24,5,2
225000000.0,32,17,6,4
225000000.0,7,25,4,6
225000000.0,12,17,5,1
225000000.0,16,22,5,4
225000000.0,30,22,4,8
225000000.0,13,16,4,3
225000000.0,23,14,7,5
225000000.0,3,22,6,6
225000000.0,24,13,6,5
225000000.0,6,14,6,1
225000000.0,18,13,5,2
225000000.0,4,15,4,2
225000000.0,28,12,6,6
225000000.0,14,23,0,9
225000000.0,15,21,5,4
225000000.0,2,22,7,5
225000000.0,30,21,5,7
226000000.0,22,17,7,3
226000000.0,4,19,5,3
226000000.0,27,12,4,5
226000000.0,21,21,6,2
226000000.0,32,15,7,4
226000000.0,28,18,7,6
226000000.0,29,24,6,2
226000000.0,20,12,7,2
226000000.0,13,18,5,3
226000000.0,24,15,7,5
226000000.0,19,19,7,2
226000000.0,12,21,6,4
226000000.0,3,16,7,4
226000000.0,33,17,5,4
226000000.0,9,26,8,7
226000000.0,1,17,4,2
226000000.0,16,17,6,1
226000000.0,7,25,5,6
226000000.0,25,13,3,5
226000000.0,36,24,7,10
226000000.0,8,12,3,3
226000000.0,2,25,8,3
226000000.0,4,16,6,3
226000000.0,32,22,8,2
226000000.0,30,12,6,5
226000000.0,35,22,3,3
226000000.0,20,20,8,2
226000000.0,22,17,8,6
226000000.0,9,14,9,2
226000000.0,24,16,8,8
226000000.0,26,21,4,1
226000000.0,28,25,8,1
226000000.0,11,20,5,2
226000000.0,19,22,8,2
226000000.0,21,13,7,3
226000000.0,10,20,6,3
226000000.0,7,12,6,3
226000000.0,13,15,6,2
226000000.0,31,22,6,4
227000000.0,24,26,9,1
227000000.0,32,25,9,1
227000000.0,16,21,8,6
227000000.0,13,12,7,1
227000000.0,22,23,9,1
227000000.0,21,18,8,3
227000000.0,18,17,6,1
227000000.0,33,25,7,1
