rts,src,dest,seqn,hops
861000000.0,7,16,0,1
861000000.0,18,13,0,3
861000000.0,16,20,0,4
861000000.0,32,26,0,1
862000000.0,22,25,0,2
862000000.0,8,15,0,1
862000000.0,3,16,0,4
862000000.0,5,14,0,3
862000000.0,14,17,0,2
862000000.0,1,14,0,3
862000000.0,21,19,0,1
862000000.0,23,23,0,2
862000000.0,2,14,0,3
862000000.0,6,19,0,3
862000000.0,8,18,1,3
862000000.0,29,24,1,3
862000000.0,15,20,1,4
862000000.0,3,19,1,4
862000000.0,17,17,1,2
862000000.0,24,19,1,7
862000000.0,18,16,1,2
862000000.0,33,19,1,8
862000000.0,12,21,1,4
862000000.0,4,16,0,3
862000000.0,35,17,1,4
862000000.0,10,19,1,3
862000000.0,20,20,0,2
862000000.0,22,13,1,7
862000000.0,30,15,0,6
862000000.0,23,16,1,7
863000000.0,9,21,2,5
863000000.0,6,19,1,4
863000000.0,21,26,1,9
863000000.0,25,22,1,1
863000000.0,20,13,1,3
863000000.0,30,19,1,8
863000000.0,22,14,2,5
863000000.0,28,16,0,7
863000000.0,27,22,0,1
863000000.0,1,16,1,3
863000000.0,31,24,2,2
863000000.0,32,19,2,7
863000000.0,11,16,1,2
863000000.0,18,26,2,8
863000000.0,17,12,2,2
863000000.0,19,21,2,1
863000000.0,29,14,2,5
863000000.0,35,21,2,7
863000000.0,3,17,2,3
863000000.0,33,13,3,4
863000000.0,18,14,3,3
863000000.0,5,17,2,3
863000000.0,13,13,1,2
863000000.0,24,26,2,1
863000000.0,17,26,3,5
863000000.0,4,20,1,7
863000000.0,1,18,2,6
863000000.0,19,26,3,6
863000000.0,26,16,2,4
863000000.0,31,15,3,7
863000000.0,16,22,2,6
863000000.0,2,23,2,8
863000000.0,35,20,3,8
863000000.0,12,22,3,10
863000000.0,36,15,2,8
863000000.0,23,17,4,8
864000000.0,22,22,3,4
864000000.0,35,17,4,6
864000000.0,24,25,3,1
864000000.0,13,12,2,1
864000000.0,18,22,4,11
864000000.0,4,21,2,7
864000000.0,8,13,3,1
864000000.0,20,20,2,3
864000000.0,3,13,3,4
864000000.0,7,14,3,3
864000000.0,27,12,2,6
864000000.0,11,15,2,1
864000000.0,21,19,2,1
864000000.0,30,15,3,7
864000000.0,14,25,1,8
864000000.0,29,19,4,10
864000000.0,28,25,1,1
864000000.0,9,12,3,1
864000000.0,17,19,4,1
864000000.0,25,21,2,10
864000000.0,2,18,3,6
864000000.0,5,22,3,7
864000000.0,14,19,2,3
864000000.0,8,17,4,1
864000000.0,4,19,3,4
864000000.0,17,13,5,2
864000000.0,19,20,4,1
864000000.0,33,22,5,1
864000000.0,3,15,4,2
864000000.0,7,23,4,5
864000000.0,11,19,3,2
864000000.0,1,22,3,5
864000000.0,26,23,3,2
864000000.0,23,22,5,1
864000000.0,21,13,3,3
864000000.0,6,20,2,4
864000000.0,28,12,2,4
864000000.0,31,20,4,6
864000000.0,25,16,3,6
864000000.0,35,15,5,3
864000000.0,12,18,4,3
864000000.0,30,26,4,2
