sts,src,dest,seqn
841000000.0,12,17,0
841000000.0,11,19,0
842000000.0,26,13,0
842000000.0,23,25,0
842000000.0,15,15,0
842000000.0,25,21,0
842000000.0,18,15,0
842000000.0,21,23,0
842000000.0,24,19,0
842000000.0,17,19,0
842000000.0,22,20,0
842000000.0,16,18,0
842000000.0,12,12,1
842000000.0,18,15,1
842000000.0,17,13,1
842000000.0,13,13,0
842000000.0,15,15,1
842000000.0,26,24,1
842000000.0,21,20,1
842000000.0,24,20,1
842000000.0,26,19,2
842000000.0,22,23,1
842000000.0,19,18,0
843000000.0,16,12,1
843000000.0,12,12,2
843000000.0,23,26,1
843000000.0,24,16,2
843000000.0,15,15,2
843000000.0,13,13,1
843000000.0,20,13,0
843000000.0,25,25,1
843000000.0,18,24,2
843000000.0,23,20,2
843000000.0,14,12,0
843000000.0,18,12,3
843000000.0,12,13,3
843000000.0,25,14,2
843000000.0,17,12,2
843000000.0,24,13,3
843000000.0,22,24,2
843000000.0,19,18,1
843000000.0,21,17,2
843000000.0,15,24,3
844000000.0,14,13,1
844000000.0,26,21,3
844000000.0,16,20,2
844000000.0,23,21,3
844000000.0,20,18,1
844000000.0,11,22,1
844000000.0,13,25,2
844000000.0,12,15,4
844000000.0,19,18,2
844000000.0,22,22,3
844000000.0,18,12,4
844000000.0,15,20,4
844000000.0,22,13,4
844000000.0,24,20,4
844000000.0,23,21,4
844000000.0,25,12,3
844000000.0,20,19,2
844000000.0,11,25,2
844000000.0,17,24,3
844000000.0,16,19,3
844000000.0,14,24,2
844000000.0,24,20,5
844000000.0,13,13,3
845000000.0,25,15,4
845000000.0,11,17,3
845000000.0,23,22,5
845000000.0,17,16,4
845000000.0,21,17,3
845000000.0,14,25,3
845000000.0,22,13,5
845000000.0,18,23,5
845000000.0,16,13,4
845000000.0,20,14,3
845000000.0,19,14,3
845000000.0,18,13,6
845000000.0,19,24,4
845000000.0,23,19,6
845000000.0,21,12,4
845000000.0,13,18,4
845000000.0,12,17,5
845000000.0,17,18,5
845000000.0,20,22,4
845000000.0,11,23,4
845000000.0,25,18,5
845000000.0,15,26,5
845000000.0,24,14,6
845000000.0,23,24,7
845000000.0,16,24,5
845000000.0,26,20,4
846000000.0,22,23,6
846000000.0,18,18,7
846000000.0,25,14,6
846000000.0,11,18,5
846000000.0,15,12,6
846000000.0,20,15,5
846000000.0,14,25,4
846000000.0,13,15,5
846000000.0,24,21,7
846000000.0,19,24,5
846000000.0,13,14,6
846000000.0,18,12,8
