sts,src,dest,seqn
121000000.0,24,12,0
122000000.0,35,15,0
122000000.0,4,19,0
122000000.0,8,25,0
122000000.0,36,15,0
122000000.0,23,12,0
122000000.0,10,13,0
122000000.0,30,14,0
122000000.0,15,25,0
122000000.0,22,16,0
122000000.0,29,20,0
122000000.0,16,26,0
122000000.0,21,12,0
122000000.0,6,24,0
122000000.0,11,25,0
122000000.0,18,20,0
122000000.0,12,12,0
122000000.0,26,23,0
122000000.0,34,21,0
122000000.0,27,22,0
122000000.0,1,24,0
122000000.0,5,16,0
122000000.0,32,18,0
122000000.0,9,24,0
122000000.0,17,16,0
122000000.0,11,20,1
122000000.0,15,24,1
122000000.0,32,20,1
122000000.0,4,14,1
122000000.0,18,23,1
122000000.0,10,14,1
122000000.0,1,14,1
122000000.0,20,21,0
122000000.0,23,12,1
122000000.0,36,15,1
122000000.0,8,14,1
122000000.0,2,22,0
122000000.0,13,19,0
122000000.0,16,22,1
122000000.0,28,19,0
122000000.0,26,22,1
122000000.0,35,13,1
122000000.0,22,22,1
122000000.0,30,16,1
122000000.0,17,21,1
122000000.0,9,22,1
122000000.0,21,14,1
122000000.0,3,16,0
122000000.0,14,24,0
122000000.0,25,12,0
122000000.0,33,12,0
122000000.0,24,25,1
122000000.0,6,22,1
122000000.0,7,14,0
122000000.0,34,16,1
122000000.0,31,16,0
122000000.0,19,21,0
122000000.0,5,13,1
123000000.0,23,17,2
123000000.0,14,22,1
123000000.0,12,24,1
123000000.0,15,17,2
123000000.0,31,18,1
123000000.0,22,15,2
123000000.0,1,19,2
123000000.0,25,16,1
123000000.0,8,18,2
123000000.0,17,25,2
123000000.0,33,16,1
123000000.0,20,21,1
123000000.0,30,22,2
123000000.0,5,24,2
123000000.0,34,22,2
123000000.0,26,14,2
123000000.0,9,19,2
123000000.0,27,14,1
123000000.0,16,16,2
123000000.0,19,21,1
123000000.0,4,20,2
123000000.0,7,19,1
123000000.0,18,16,2
123000000.0,28,16,1
123000000.0,10,22,2
123000000.0,35,17,2
123000000.0,3,20,1
123000000.0,21,19,2
123000000.0,34,16,3
123000000.0,23,25,3
123000000.0,22,24,3
123000000.0,31,26,2
123000000.0,25,24,2
123000000.0,1,22,3
123000000.0,15,18,3
123000000.0,7,22,2
123000000.0,32,14,2
123000000.0,26,25,3
123000000.0,8,17,3
123000000.0,18,19,3
123000000.0,16,20,3
123000000.0,4,24,3
123000000.0,19,24,2
123000000.0,12,25,2
123000000.0,29,15,1
123000000.0,5,20,3
123000000.0,17,14,3
123000000.0,28,18,2
123000000.0,27,23,2
123000000.0,35,15,3
123000000.0,36,21,2
123000000.0,10,25,3
124000000.0,22,12,4
124000000.0,6,19,2
124000000.0,8,16,4
124000000.0,26,12,4
124000000.0,9,18,3
124000000.0,5,18,4
124000000.0,19,17,3
124000000.0,15,20,4
124000000.0,12,21,3
124000000.0,1,19,4
124000000.0,20,15,2
124000000.0,16,13,4
124000000.0,7,25,3
