rts,src,dest,seqn,hops
122000000.0,1,14,0,2
122000000.0,36,22,0,8
122000000.0,4,20,0,4
122000000.0,30,20,0,6
122000000.0,14,20,0,3
122000000.0,21,16,0,3
122000000.0,13,21,0,4
122000000.0,3,22,0,6
122000000.0,20,12,0,2
122000000.0,5,25,0,7
122000000.0,6,20,0,4
122000000.0,22,13,0,4
122000000.0,10,16,0,1
122000000.0,34,22,0,8
122000000.0,27,14,0,6
122000000.0,2,13,0,2
122000000.0,19,18,1,1
122000000.0,28,24,0,2
122000000.0,20,19,1,1
122000000.0,14,13,1,1
122000000.0,21,21,1,2
122000000.0,16,16,0,2
122000000.0,27,14,1,5
122000000.0,22,21,1,1
122000000.0,33,25,1,1
122000000.0,30,16,1,6
123000000.0,20,13,2,2
123000000.0,18,13,0,2
123000000.0,25,15,1,5
123000000.0,31,12,0,4
123000000.0,32,12,2,3
123000000.0,35,15,1,4
123000000.0,22,21,2,1
123000000.0,4,26,2,4
123000000.0,26,17,1,3
123000000.0,17,19,1,1
123000000.0,21,19,2,1
123000000.0,27,16,2,8
123000000.0,24,25,2,1
123000000.0,28,12,1,5
123000000.0,13,16,2,1
123000000.0,14,26,2,6
123000000.0,6,15,2,3
123000000.0,8,20,1,5
123000000.0,12,19,2,3
123000000.0,2,12,2,3
123000000.0,11,25,2,5
123000000.0,25,13,2,5
123000000.0,9,19,3,3
123000000.0,30,13,2,5
123000000.0,7,20,2,4
123000000.0,35,22,2,4
123000000.0,19,15,3,2
123000000.0,33,19,3,6
123000000.0,20,13,3,2
123000000.0,18,18,1,2
123000000.0,24,15,3,4
123000000.0,34,22,1,5
123000000.0,29,15,3,5
123000000.0,22,19,3,7
123000000.0,26,16,2,6
123000000.0,16,19,2,4
123000000.0,13,18,3,3
123000000.0,3,21,2,6
123000000.0,17,21,2,2
123000000.0,6,26,3,3
123000000.0,10,19,1,3
124000000.0,35,21,3,6
124000000.0,23,24,1,1
124000000.0,21,20,3,1
124000000.0,20,26,4,6
124000000.0,29,13,4,5
124000000.0,22,23,4,1
124000000.0,12,23,3,6
124000000.0,19,12,4,2
124000000.0,6,13,4,3
124000000.0,33,18,4,6
124000000.0,24,26,4,1
124000000.0,15,16,1,1
124000000.0,27,12,4,6
124000000.0,31,21,1,8
124000000.0,10,12,2,1
124000000.0,9,25,4,6
124000000.0,3,22,3,4
124000000.0,7,15,3,2
124000000.0,30,19,3,7
124000000.0,27,12,5,5
124000000.0,21,17,4,2
124000000.0,23,14,2,5
124000000.0,18,13,2,2
124000000.0,2,14,3,4
124000000.0,19,17,5,1
124000000.0,6,15,5,3
124000000.0,33,15,5,5
124000000.0,24,18,5,8
124000000.0,30,23,4,5
124000000.0,8,23,2,5
124000000.0,28,14,2,7
