sts,src,dest,seqn
122000000.0,1,14,0
122000000.0,36,22,0
122000000.0,4,20,0
122000000.0,11,24,0
122000000.0,33,24,0
122000000.0,26,15,0
122000000.0,30,20,0
122000000.0,14,20,0
122000000.0,21,16,0
122000000.0,13,21,0
122000000.0,3,22,0
122000000.0,24,18,0
122000000.0,20,12,0
122000000.0,32,25,0
122000000.0,5,25,0
122000000.0,29,24,0
122000000.0,6,20,0
122000000.0,12,18,0
122000000.0,22,13,0
122000000.0,10,16,0
122000000.0,9,25,0
122000000.0,17,15,0
122000000.0,34,22,0
122000000.0,27,14,0
122000000.0,19,16,0
122000000.0,25,21,0
122000000.0,2,13,0
122000000.0,19,18,1
122000000.0,28,24,0
122000000.0,15,22,0
122000000.0,6,23,1
122000000.0,29,24,1
122000000.0,1,18,1
122000000.0,20,19,1
122000000.0,35,12,0
122000000.0,14,13,1
122000000.0,32,22,1
122000000.0,11,24,1
122000000.0,9,18,1
122000000.0,13,24,1
122000000.0,21,21,1
122000000.0,4,24,1
122000000.0,16,16,0
122000000.0,27,14,1
122000000.0,7,14,0
122000000.0,8,14,0
122000000.0,22,21,1
122000000.0,33,25,1
122000000.0,24,16,1
122000000.0,30,16,1
123000000.0,3,23,1
123000000.0,20,13,2
123000000.0,18,13,0
123000000.0,7,26,1
123000000.0,31,12,0
123000000.0,25,15,1
123000000.0,32,12,2
123000000.0,35,15,1
123000000.0,22,21,2
123000000.0,4,26,2
123000000.0,12,19,1
123000000.0,16,22,1
123000000.0,19,26,2
123000000.0,33,14,2
123000000.0,26,17,1
123000000.0,17,19,1
123000000.0,21,19,2
123000000.0,29,24,2
123000000.0,2,18,1
123000000.0,27,16,2
123000000.0,5,14,1
123000000.0,23,14,0
123000000.0,28,12,1
123000000.0,9,19,2
123000000.0,24,25,2
123000000.0,13,16,2
123000000.0,14,26,2
123000000.0,8,20,1
123000000.0,6,15,2
123000000.0,12,19,2
123000000.0,2,12,2
123000000.0,11,25,2
123000000.0,25,13,2
123000000.0,30,13,2
123000000.0,4,17,3
123000000.0,7,20,2
123000000.0,9,19,3
123000000.0,35,22,2
123000000.0,19,15,3
123000000.0,27,14,3
123000000.0,36,15,1
123000000.0,33,19,3
123000000.0,20,13,3
123000000.0,18,18,1
123000000.0,24,15,3
123000000.0,29,15,3
123000000.0,34,22,1
123000000.0,22,19,3
123000000.0,26,16,2
123000000.0,16,19,2
123000000.0,13,18,3
123000000.0,3,21,2
123000000.0,17,21,2
123000000.0,6,26,3
123000000.0,32,14,3
123000000.0,10,19,1
124000000.0,1,24,2
124000000.0,35,21,3
124000000.0,23,24,1
124000000.0,29,13,4
124000000.0,20,26,4
124000000.0,21,20,3
124000000.0,11,24,3
124000000.0,22,23,4
124000000.0,12,23,3
124000000.0,6,13,4
124000000.0,19,12,4
124000000.0,27,12,4
124000000.0,13,22,4
124000000.0,33,18,4
124000000.0,31,21,1
124000000.0,24,26,4
124000000.0,4,24,4
124000000.0,15,16,1
124000000.0,9,25,4
124000000.0,32,25,4
124000000.0,10,12,2
124000000.0,3,22,3
124000000.0,7,15,3
124000000.0,30,19,3
124000000.0,23,14,2
124000000.0,27,12,5
124000000.0,21,17,4
124000000.0,18,13,2
124000000.0,2,14,3
124000000.0,19,17,5
124000000.0,6,15,5
124000000.0,33,15,5
124000000.0,24,18,5
124000000.0,30,23,4
124000000.0,8,23,2
124000000.0,28,14,2
124000000.0,35,26,4
124000000.0,12,17,4
124000000.0,11,13,4
124000000.0,31,26,2
124000000.0,22,20,5
124000000.0,36,14,2
124000000.0,1,21,3
124000000.0,10,17,3
124000000.0,5,23,2
124000000.0,17,16,3
124000000.0,9,24,5
124000000.0,34,17,2
124000000.0,20,23,5
125000000.0,5,26,3
125000000.0,21,15,5
125000000.0,35,24,5
125000000.0,18,25,3
125000000.0,14,20,3
125000000.0,30,22,5
125000000.0,25,21,3
125000000.0,16,26,3
125000000.0,24,14,6
125000000.0,19,17,6
125000000.0,20,19,6
125000000.0,28,25,3
125000000.0,17,26,4
125000000.0,22,25,6
125000000.0,29,13,5
125000000.0,3,20,4
125000000.0,27,17,6
125000000.0,36,19,3
125000000.0,34,16,3
125000000.0,12,18,5
125000000.0,1,15,4
125000000.0,13,19,5
125000000.0,6,15,6
125000000.0,10,24,4
125000000.0,26,19,3
125000000.0,4,19,5
125000000.0,33,15,6
125000000.0,23,19,3
125000000.0,6,19,7
125000000.0,7,26,4
125000000.0,24,16,7
125000000.0,27,21,7
125000000.0,5,21,4
125000000.0,36,21,4
125000000.0,31,16,3
125000000.0,8,17,3
125000000.0,14,19,4
125000000.0,4,24,6
125000000.0,26,23,4
125000000.0,28,22,4
125000000.0,1,26,5
125000000.0,33,12,7
125000000.0,9,19,6
125000000.0,10,25,5
125000000.0,15,23,2
125000000.0,29,15,6
125000000.0,3,24,5
125000000.0,22,23,7
125000000.0,30,26,6
125000000.0,21,16,6
125000000.0,34,15,4
125000000.0,35,12,6
125000000.0,32,24,5
125000000.0,12,16,6
125000000.0,25,14,4
126000000.0,16,20,4
126000000.0,24,25,8
126000000.0,1,13,6
126000000.0,28,22,5
126000000.0,33,15,8
126000000.0,36,20,5
126000000.0,14,21,5
126000000.0,20,22,7
126000000.0,23,14,4
126000000.0,3,17,6
126000000.0,35,20,7
126000000.0,29,15,7
126000000.0,34,15,5
126000000.0,5,13,5
126000000.0,2,22,4
126000000.0,26,16,5
