rts,src,dest,seqn,hops
121000000.0,7,14,0,1
121000000.0,16,24,0,5
121000000.0,25,22,0,1
121000000.0,27,14,0,3
121000000.0,36,25,0,3
121000000.0,1,16,0,1
121000000.0,3,19,0,3
121000000.0,8,24,0,4
121000000.0,21,15,0,2
122000000.0,29,14,0,3
122000000.0,2,19,0,3
122000000.0,5,18,0,3
122000000.0,19,18,0,1
122000000.0,15,18,0,3
122000000.0,13,17,0,1
122000000.0,10,13,0,1
122000000.0,31,21,0,1
122000000.0,14,21,0,3
122000000.0,26,21,0,1
122000000.0,30,21,0,2
122000000.0,22,20,0,5
122000000.0,23,23,0,2
122000000.0,6,21,0,3
122000000.0,4,23,0,2
122000000.0,35,18,0,4
122000000.0,34,15,0,3
122000000.0,18,12,0,2
122000000.0,33,18,0,4
122000000.0,24,16,0,3
122000000.0,5,26,1,2
122000000.0,20,23,0,5
122000000.0,13,14,1,1
122000000.0,9,14,0,1
122000000.0,30,22,1,2
122000000.0,28,18,0,5
122000000.0,35,12,1,2
122000000.0,2,18,1,3
122000000.0,11,13,0,1
122000000.0,3,25,1,4
122000000.0,22,13,1,4
122000000.0,32,14,0,2
122000000.0,34,16,1,4
122000000.0,17,16,0,1
122000000.0,31,23,1,1
122000000.0,4,12,1,2
122000000.0,18,17,1,1
122000000.0,1,20,1,4
122000000.0,19,14,1,1
122000000.0,12,24,0,4
122000000.0,25,17,1,3
122000000.0,10,16,1,1
122000000.0,27,12,1,3
122000000.0,36,20,1,4
122000000.0,27,13,2,3
122000000.0,29,14,1,3
123000000.0,3,15,2,2
123000000.0,23,16,1,3
123000000.0,30,18,2,5
123000000.0,24,12,1,3
123000000.0,31,19,2,4
123000000.0,20,22,1,5
123000000.0,9,23,1,4
123000000.0,11,15,1,1
123000000.0,26,22,1,1
123000000.0,21,18,1,1
123000000.0,7,14,1,1
123000000.0,25,23,2,1
123000000.0,13,24,2,4
123000000.0,4,25,2,2
123000000.0,22,22,2,2
123000000.0,8,16,1,1
123000000.0,32,14,1,2
123000000.0,6,12,1,1
123000000.0,35,23,2,3
123000000.0,2,21,2,3
123000000.0,18,16,2,2
123000000.0,19,24,2,5
123000000.0,17,23,1,4
123000000.0,20,26,2,5
123000000.0,34,26,2,1
123000000.0,8,20,2,3
123000000.0,15,16,1,1
123000000.0,28,18,1,5
123000000.0,29,16,2,3
123000000.0,21,19,2,1
123000000.0,13,17,3,1
123000000.0,4,20,3,3
123000000.0,12,26,1,4
123000000.0,6,17,2,1
123000000.0,5,25,2,2
123000000.0,26,20,2,5
123000000.0,7,24,2,4
123000000.0,23,23,2,2
123000000.0,22,19,3,1
123000000.0,14,17,1,1
123000000.0,24,14,2,4
123000000.0,27,23,3,1
123000000.0,33,22,1,1
123000000.0,11,16,2,2
123000000.0,10,19,2,3
123000000.0,35,15,3,3
123000000.0,16,20,1,3
123000000.0,1,25,2,5
123000000.0,9,23,2,4
123000000.0,30,23,3,6
123000000.0,6,26,3,4
123000000.0,14,23,2,4
123000000.0,16,18,2,3
123000000.0,19,18,3,1
123000000.0,35,22,4,5
123000000.0,4,24,4,2
124000000.0,8,13,3,1
124000000.0,25,16,3,3
124000000.0,20,19,3,1
124000000.0,23,16,3,3
124000000.0,22,13,4,3
124000000.0,10,16,3,1
124000000.0,29,22,3,6
124000000.0,13,16,4,1
124000000.0,12,15,2,1
124000000.0,11,23,3,3
124000000.0,2,19,3,3
124000000.0,17,26,2,4
124000000.0,32,16,2,2
124000000.0,5,17,3,1
124000000.0,33,23,2,1
124000000.0,10,18,4,3
124000000.0,19,14,4,1
124000000.0,28,19,2,5
124000000.0,25,20,4,5
124000000.0,7,25,3,2
124000000.0,32,14,3,3
124000000.0,15,18,2,3
124000000.0,26,24,3,1
124000000.0,23,17,4,3
124000000.0,14,23,3,4
124000000.0,27,19,4,5
124000000.0,33,12,3,2
124000000.0,35,24,5,3
124000000.0,6,22,4,4
124000000.0,20,21,4,1
124000000.0,36,23,2,5
124000000.0,3,14,5,2
124000000.0,5,20,4,3
124000000.0,31,20,3,4
124000000.0,4,15,5,2
124000000.0,22,26,5,1
124000000.0,17,20,3,1
124000000.0,2,25,4,4
124000000.0,30,14,4,3
124000000.0,13,24,5,4
124000000.0,24,14,3,4
124000000.0,28,22,3,1
124000000.0,36,18,3,4
124000000.0,6,17,5,1
124000000.0,25,15,5,3
125000000.0,14,23,4,4
125000000.0,26,19,4,5
125000000.0,22,22,6,2
125000000.0,24,20,4,5
125000000.0,4,14,6,2
125000000.0,23,26,5,1
125000000.0,32,21,4,1
125000000.0,7,25,4,2
125000000.0,29,17,4,3
125000000.0,8,12,4,1
125000000.0,10,25,5,4
125000000.0,16,22,3,4
125000000.0,3,17,6,2
125000000.0,13,20,6,3
125000000.0,30,22,5,3
125000000.0,21,14,3,2
125000000.0,18,26,4,5
125000000.0,20,24,5,5
125000000.0,12,17,3,1
125000000.0,15,12,3,1
125000000.0,34,20,3,4
125000000.0,14,13,5,1
125000000.0,31,25,4,1
125000000.0,18,20,5,1
125000000.0,30,24,6,1
125000000.0,3,26,7,2
125000000.0,29,14,5,3
125000000.0,9,21,4,3
125000000.0,1,19,3,2
125000000.0,13,20,7,3
125000000.0,32,16,5,2
125000000.0,24,15,5,3
125000000.0,16,22,4,4
125000000.0,25,23,6,1
125000000.0,4,13,7,2
125000000.0,11,18,5,2
125000000.0,21,14,4,2
125000000.0,28,26,4,1
125000000.0,26,19,5,5
125000000.0,10,14,6,1
125000000.0,5,13,5,1
125000000.0,23,24,6,1
125000000.0,22,22,7,2
125000000.0,36,22,4,3
125000000.0,19,15,5,2
125000000.0,20,15,6,2
125000000.0,8,12,5,1
125000000.0,15,21,4,3
125000000.0,33,21,5,4
125000000.0,12,15,4,1
126000000.0,9,17,5,1
126000000.0,12,24,5,4
126000000.0,11,13,6,1
126000000.0,31,20,5,4
126000000.0,2,17,6,1
126000000.0,8,23,6,4
126000000.0,19,23,6,5
126000000.0,7,18,5,3
126000000.0,29,15,6,3
126000000.0,22,15,8,3
126000000.0,3,21,8,3
126000000.0,10,17,7,1
126000000.0,26,20,6,5
126000000.0,21,19,5,1
126000000.0,14,19,6,1
126000000.0,36,14,5,2
126000000.0,24,12,6,3
126000000.0,33,12,6,2
126000000.0,25,20,7,5
126000000.0,17,16,5,1
126000000.0,18,21,6,1
126000000.0,4,14,8,1
126000000.0,16,25,5,4
126000000.0,20,15,7,2
126000000.0,6,13,6,1
126000000.0,11,15,7,1
126000000.0,10,25,8,4
126000000.0,12,16,6,1
126000000.0,32,20,6,4
126000000.0,14,17,7,1
126000000.0,4,13,9,2
126000000.0,5,20,6,3
126000000.0,35,19,6,4
126000000.0,29,13,7,4
126000000.0,8,15,7,1
126000000.0,19,22,7,1
126000000.0,30,14,7,4
126000000.0,34,22,4,5
126000000.0,28,21,5,1
126000000.0,31,17,6,2
126000000.0,33,26,7,1
126000000.0,17,12,6,1
126000000.0,27,21,5,1
126000000.0,23,19,7,5
126000000.0,26,25,7,1
126000000.0,11,21,8,2
126000000.0,35,24,7,3
126000000.0,14,15,8,1
126000000.0,22,15,9,3
126000000.0,18,17,7,1
127000000.0,32,14,7,3
127000000.0,31,22,7,1
127000000.0,25,13,8,4
127000000.0,23,12,8,3
127000000.0,27,24,6,1
127000000.0,33,26,8,1
127000000.0,29,26,8,1
127000000.0,21,22,6,1
127000000.0,16,15,6,1
127000000.0,6,19,7,3
127000000.0,26,19,8,5
127000000.0,7,26,6,2
127000000.0,12,22,7,4
127000000.0,3,22,9,4
127000000.0,4,19,10,3
127000000.0,15,17,5,1
127000000.0,5,19,7,3
127000000.0,28,24,6,1
127000000.0,20,19,8,1
127000000.0,10,20,9,3
127000000.0,20,16,9,2
127000000.0,23,22,9,1
127000000.0,24,19,7,5
127000000.0,35,16,8,2
127000000.0,5,22,8,2
127000000.0,21,20,7,1
127000000.0,10,25,10,4
127000000.0,19,26,9,5
127000000.0,13,15,8,1
127000000.0,28,24,7,1
127000000.0,25,15,9,3
127000000.0,18,17,8,1
