rts,src,dest,seqn,hops
841000000.0,12,18,0,3
842000000.0,30,26,0,2
842000000.0,19,18,0,1
842000000.0,29,22,0,3
842000000.0,8,14,0,2
842000000.0,11,18,0,2
842000000.0,14,15,0,1
842000000.0,31,25,0,1
842000000.0,4,17,0,2
842000000.0,20,19,0,1
842000000.0,25,12,0,6
842000000.0,20,18,1,2
842000000.0,4,18,1,4
842000000.0,22,14,1,6
842000000.0,26,22,1,1
842000000.0,10,15,1,1
842000000.0,8,16,1,3
842000000.0,24,25,1,1
842000000.0,21,20,1,1
842000000.0,13,21,1,4
842000000.0,36,24,1,8
842000000.0,14,26,1,6
842000000.0,32,17,1,4
842000000.0,28,16,1,5
842000000.0,6,14,1,2
842000000.0,35,14,1,4
842000000.0,3,26,1,5
842000000.0,9,26,1,6
842000000.0,33,26,0,2
842000000.0,27,21,0,8
842000000.0,23,16,1,4
842000000.0,34,14,1,6
842000000.0,3,16,2,4
842000000.0,25,19,1,7
843000000.0,30,13,1,5
843000000.0,2,16,2,5
843000000.0,10,19,2,3
843000000.0,12,13,1,1
843000000.0,35,21,2,6
843000000.0,19,17,1,1
843000000.0,32,21,2,8
843000000.0,20,26,2,7
843000000.0,6,17,2,2
843000000.0,18,12,1,2
843000000.0,5,19,1,4
843000000.0,22,17,2,4
843000000.0,31,25,1,1
843000000.0,26,21,2,8
843000000.0,28,17,2,6
843000000.0,4,26,2,5
843000000.0,29,24,1,1
843000000.0,19,26,2,5
843000000.0,22,16,3,6
843000000.0,31,20,2,5
843000000.0,29,16,2,6
843000000.0,18,14,2,3
843000000.0,25,22,2,1
843000000.0,35,13,3,3
843000000.0,24,13,2,4
843000000.0,21,22,2,1
843000000.0,33,25,2,1
843000000.0,16,26,2,5
843000000.0,4,13,3,2
843000000.0,26,25,3,1
843000000.0,2,13,4,2
843000000.0,7,14,3,1
844000000.0,9,14,2,1
844000000.0,26,24,4,1
844000000.0,31,13,3,4
844000000.0,30,21,3,7
844000000.0,14,20,3,3
844000000.0,11,13,4,1
844000000.0,19,26,3,7
844000000.0,24,26,3,1
844000000.0,8,18,4,3
844000000.0,17,25,2,6
844000000.0,5,15,2,2
844000000.0,1,14,1,3
844000000.0,4,18,4,4
844000000.0,4,18,4,4
844000000.0,36,21,2,6
844000000.0,27,18,1,7
844000000.0,22,17,4,5
844000000.0,19,13,4,2
844000000.0,29,12,3,5
844000000.0,17,20,3,1
844000000.0,31,19,4,7
844000000.0,35,21,4,7
844000000.0,24,25,4,1
844000000.0,15,18,2,3
844000000.0,26,21,5,9
844000000.0,3,21,4,6
844000000.0,25,14,3,3
844000000.0,27,18,2,7
844000000.0,1,21,2,6
844000000.0,20,16,4,2
844000000.0,18,14,3,2
844000000.0,32,16,3,5
844000000.0,2,22,5,3
844000000.0,21,18,3,2
844000000.0,14,14,4,2
844000000.0,36,17,4,4
844000000.0,2,18,6,5
845000000.0,30,21,4,7
845000000.0,19,15,5,2
845000000.0,13,20,4,3
845000000.0,7,18,4,5
845000000.0,35,16,5,2
845000000.0,27,25,3,1
845000000.0,33,16,5,6
845000000.0,32,16,4,5
845000000.0,20,19,5,2
845000000.0,4,15,5,3
845000000.0,28,17,5,6
845000000.0,17,12,4,1
845000000.0,6,17,6,2
845000000.0,16,16,4,2
845000000.0,18,21,4,3
845000000.0,26,14,6,3
845000000.0,25,18,4,6
845000000.0,23,17,4,6
845000000.0,18,13,5,2
845000000.0,6,17,7,2
845000000.0,4,15,6,3
845000000.0,5,16,3,3
845000000.0,10,19,7,3
845000000.0,21,25,4,2
845000000.0,15,14,4,1
845000000.0,2,21,7,7
845000000.0,8,20,7,4
845000000.0,32,15,5,4
845000000.0,17,26,5,6
845000000.0,13,12,5,1
845000000.0,23,22,5,1
845000000.0,11,18,7,2
845000000.0,32,13,6,2
846000000.0,20,17,7,2
846000000.0,2,15,8,4
846000000.0,3,12,6,4
846000000.0,35,16,6,3
846000000.0,4,16,7,3
846000000.0,12,16,3,3
846000000.0,31,19,5,6
846000000.0,6,17,8,2
846000000.0,17,17,6,2
846000000.0,9,14,4,1
846000000.0,19,21,6,1
846000000.0,16,14,5,2
846000000.0,17,13,7,1
846000000.0,14,19,8,1
846000000.0,11,20,8,2
