rts,src,dest,seqn,hops
121000000.0,15,21,0,4
121000000.0,21,20,0,1
122000000.0,22,19,0,6
122000000.0,10,14,0,1
122000000.0,12,21,0,4
122000000.0,8,19,0,3
122000000.0,34,16,0,3
122000000.0,3,18,0,4
122000000.0,7,15,0,2
122000000.0,20,21,0,1
122000000.0,24,22,0,1
122000000.0,1,18,0,4
122000000.0,14,13,0,1
122000000.0,28,21,0,7
122000000.0,16,14,0,1
122000000.0,18,13,0,3
122000000.0,27,16,0,5
122000000.0,35,19,1,6
122000000.0,19,22,1,8
122000000.0,32,20,1,6
122000000.0,16,13,1,3
122000000.0,2,12,1,3
122000000.0,22,13,1,5
122000000.0,29,13,0,4
122000000.0,31,22,0,8
122000000.0,15,17,1,3
122000000.0,18,24,1,7
122000000.0,14,20,1,4
122000000.0,5,12,1,3
122000000.0,33,24,1,1
122000000.0,9,25,0,5
122000000.0,36,25,1,7
122000000.0,20,12,1,2
122000000.0,8,24,1,5
122000000.0,26,21,1,8
122000000.0,1,20,1,5
122000000.0,12,17,1,1
122000000.0,10,18,1,2
122000000.0,32,12,2,4
122000000.0,11,12,0,1
123000000.0,9,24,1,5
123000000.0,21,24,1,8
123000000.0,31,22,1,8
123000000.0,36,17,2,5
123000000.0,30,20,0,7
123000000.0,4,19,2,6
123000000.0,20,24,2,7
123000000.0,23,12,1,6
123000000.0,28,26,1,1
123000000.0,14,24,2,3
123000000.0,24,26,1,1
123000000.0,19,26,2,7
123000000.0,13,14,0,1
123000000.0,29,24,1,1
123000000.0,22,24,2,1
123000000.0,1,12,2,2
123000000.0,12,15,2,1
123000000.0,34,21,2,8
123000000.0,18,12,2,2
123000000.0,17,26,0,6
123000000.0,15,15,2,2
123000000.0,15,17,3,3
123000000.0,31,13,2,4
123000000.0,5,23,3,8
123000000.0,25,20,2,2
123000000.0,14,18,3,4
123000000.0,9,12,2,1
123000000.0,12,22,3,5
123000000.0,33,26,2,1
123000000.0,23,16,2,5
123000000.0,18,26,3,7
123000000.0,26,23,3,10
123000000.0,8,23,2,6
123000000.0,13,14,1,1
123000000.0,4,25,3,7
